,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
169,0103064,0111503,0108052,0114369,0112864,0109444,0114709,0114814,0111282,0114746,0110475,0116629,0076759,0133093,0117060,0110148,0106582,0111280,0109686,0080684
170,0109830,0133093,0112573,0103064,0114814,0107290,0108052,0137523,0106977,0112384,0169547,0120815,0120737,0103639,0099348,0167404,0167260,0110357,0111257,0167261
171,0109830,0111161,0110912,0133093,0076759,0080684,0112573,0103064,0137523,0107290,0082971,0120815,0114814,0169547,0068646,0114369,0120737,0114709,0112384,0106977
172,0111161,0102926,0106977,0099348,0111503,0110357,0114369,0114814,0112864,0114709,0133093,0109444,0076759,0114746,0116629,0112740,0110475,0109040,0112431,0106918
173,0111161,0112573,0102926,0110357,0111257,0114369,0114709,0110475,0107614,0106582,0076759,0114898,0133093,0080684,0086190,0109831,0113161,0116282,0113497,0082971
174,0250494,0332280,0281358,0251127,0256415,0337563,0092890,0372532,0088128,0414387,0252076,1142988,0299658,0457939,0247638,0322330,0328589,0204946,0427327,0263757
175,0109830,0107290,0108052,0110357,0114814,0114746,0114709,0101414,0076759,0133093,0110475,0117060,0110148,0112431,0107614,0113957,0080684,0114924,0086190,0100405
176,0112573,0103064,0120815,0167404,0172495,0209144,0106977,0114746,0120586,0211915,0088247,0099348,0110413,0120689,0083658,0910970,0246578,0090605,0112431,0190332
177,0076759,0112384,0080684,0068646,0086190,0114746,0167404,0110357,0103639,0096895,0172495,0126029,0468569,0097576,0105236,0110413,0117060,0112864,1375666,0119217
178,0103639,0108052,0114814,0076759,0101414,0133093,0113189,0086190,0080684,0100405,0099653,0108160,0082971,0120815,0137523,0068646,0117500,0169547,0088763,0113277
179,0111161,0110912,0109830,0102926,0086190,0167260,0068646,0120815,0167261,0169547,0103064,0114814,0108052,0167404,0112573,0116282,0088763,0097576,0172495,0114369
180,0111161,0112384,0103064,0110357,0108052,0114814,0114709,0114746,0112462,0116629,0114069,0117060,0110148,0106582,0111280,0076759,0109686,0114898,0133093,0116282
181,0103639,0110357,0266543,0087332,0468569,0317705,0264464,0110475,0101414,0120338,0407887,1375666,0107614,0112431,0109040,0073195,0092005,0096438,0094737,0098635
182,0109830,0110912,0111161,0102926,0133093,0076759,0082971,0108052,0112384,0114369,0114814,0116629,0114709,0097576,0088763,0116282,0169547,0088247,0114746,0137523
183,0133093,0167260,0137523,0120737,0111161,0167261,0109830,1049413,0910970,0076759,0325980,0172495,0361748,0317705,0266697,0082971,0499549,0407887,0110912,0266543
184,0109830,0111161,0110912,0133093,0102926,0137523,0076759,0120737,0080684,0107290,0112573,0169547,0108052,0167260,0114814,0126029,0086190,0114369,0082971,0103064
185,0109830,0111161,0110912,0112573,0120815,0088763,0108052,0106977,0137523,0068646,0169547,0114369,0112384,0114814,0167404,0116282,0114746,0167260,0167261,0095016
186,0068646,0103064,0120815,0107290,0167404,0114709,0114746,0126029,0088763,0099685,0468569,0073486,0097576,0071562,0106977,0093779,0211915,0112384,0110413,0325980
187,0111161,0102926,0110912,0076759,0133093,0108052,0080684,0107290,0068646,0114709,0116282,0082971,0114814,0088763,0167404,0086190,0093779,0112573,0112384,0120815
188,0110912,0076759,0112573,0080684,0114814,0120815,0082971,0068646,0114369,0169547,0103064,0209144,0086190,0107290,0126029,0114709,0325980,0119217,0120586,0112384
189,0109830,0110912,0120737,0167260,0167261,0102926,0076759,0169547,0209144,0080684,0114814,0120815,0468569,0167404,0082971,0114369,0172495,0086190,0112573,0120586
190,0109830,0102926,0106977,0108052,0107290,0103064,0099348,0096895,0076759,0103639,0110357,0133093,0111257,0116629,0112864,0068646,0117060,0137523,0101414,0080684
191,0111161,0106977,0103064,0096895,0103639,0112864,0108052,0111257,0110357,0112740,0114814,0109040,0101414,0112462,0114709,0114746,0110475,0133093,0110148,0106582
192,0133093,0114814,0112573,0120737,0114369,0103064,0086190,0120815,0116282,0167261,0167404,0209144,0112384,0468569,0106977,0172495,0071562,0126029,0114746,0120586
193,0109830,0110912,0111161,0102926,0076759,0133093,0080684,0107290,0112573,0103064,0086190,0106977,0082971,0108052,0116282,0169547,0093779,0114814,0068646,0114709
194,0109830,0102926,0112573,0137523,0068646,0107290,0082971,0114369,0114709,0106977,0120737,0167260,0167261,0116629,0209144,0093779,0078748,0071853,0096895,0107048
195,0111161,0109830,0110912,0076759,0102926,0137523,0080684,0103064,0120737,0167260,0107290,0108052,0082971,0086190,0114369,0114709,0114814,0068646,0169547,1375666
196,0102926,0112573,0076759,0137523,0108052,0080684,0107290,0114369,0082971,0169547,0086190,0106977,0112384,0116282,0120737,0114709,0167260,0167404,0114746,0167261
197,0108052,0068646,0114709,0106977,0167260,0112384,0167261,0126029,0097576,0071853,0103639,0095016,0099348,0111503,0111257,0073486,0110413,0468569,0338013,0266543
198,0137523,0112573,0107290,0120737,0114709,0088763,0167261,0114746,0167260,0071562,0097576,0126029,0073486,0095016,0103639,0099348,0110357,0090605,0117060,0468569
199,0102926,0103064,0108052,0114814,0120815,0068646,0167404,0110357,0116282,0106977,0114746,0107048,0071853,0120586,0105236,0096895,1375666,0111503,0088247,0071562
200,0111161,0133093,0112573,0108052,0106977,0114814,0114369,0137523,0068646,0116282,0103639,0110357,0120737,0099348,0111257,0167260,0117060,0172495,0167261,0107048
201,0108052,0114369,0120737,0111503,0099685,0172495,0167260,0167261,0110357,0209144,0073486,0119217,0126029,0093058,0081505,0120586,0111282,0112431,0110475,0075314
202,0109830,0102926,0076759,0137523,0080684,0108052,0103064,0107290,0082971,0114369,0114814,0120815,0086190,0112384,0114709,0468569,0068646,0169547,0106977,0209144
203,0111161,0109830,0076759,0167260,0167261,0114814,0080684,0120815,0082971,0112573,1375666,0167404,0116282,0086190,0103064,0172495,0107290,0325980,0114709,0266543
204,0111161,0133093,0110912,0120737,0137523,0167261,0102926,0080684,0468569,1375666,0086190,0082971,0108052,0126029,0120815,0325980,0068646,0112573,0114814,0172495
205,0110912,0111161,0076759,0109830,0102926,0112573,0107290,0106977,0103064,0112384,0108052,0086190,0114814,0114369,0080684,0113277,0099348,0096895,0111503,0133093
206,0110912,0133093,0137523,0111161,0076759,0102926,0109830,0080684,0068646,0114814,0120815,0167404,0086190,0108052,0082971,0116282,0114369,0209144,0105236,0099685
207,0109830,0111161,0110912,0076759,0102926,0080684,0107290,0108052,0082971,0137523,0114369,0112384,0114814,0068646,0169547,0114709,0116629,0120737,0172495,0096895
208,0110912,0076759,0108052,0080684,0112573,0468569,0114814,0068646,0086190,0103064,0114369,0209144,0107290,0126029,0114709,0120586,0116282,0325980,0088763,0338013
209,0111161,0109830,0137523,0102926,1375666,0172495,0120815,0068646,0209144,0114709,0108052,0112573,0266543,0167404,0317705,0097576,0107290,0198781,0169547,0114814
210,0102926,0120737,0167261,0108052,0112573,0103064,0114369,0167404,0107290,0114709,0126029,0116282,0088763,0120586,0325980,0097576,0266697,0105236,0407887,0266543
211,0068646,0108052,0114814,0209144,0114369,0112573,0167404,0114709,0088763,0338013,0120586,0198781,0407887,0105236,0095016,0093779,0264464,0078748,0378194,0268978
212,0133093,0111161,0109830,0076759,0110912,0080684,0137523,0102926,0086190,0120815,0169547,0172495,0108052,0107290,0112573,0167404,0088763,0114814,0209144,0114369
213,0076759,0109830,0114746,0111161,0110912,0107290,0112573,0102926,0117500,0086190,0112384,0103064,0116282,0106977,0080684,0115759,0103639,0108052,0110357,0114369
214,0133093,0068646,0112573,0086190,0114369,0103064,0107290,0114709,0088763,0172495,0126029,0468569,0071853,0120586,0099685,0112384,0071562,0073486,0114746,1375666
215,0110912,0109830,0076759,0111161,0102926,0133093,0080684,0068646,0107290,0086190,0116282,0114814,0103064,0137523,0167404,0088763,0108052,0112573,0120815,0106977
216,0111161,0102926,0108052,0112384,0114746,0169547,0103639,0111257,0137523,0093779,0110357,0172495,0120737,0083866,0101414,0083658,0099685,0167260,0167261,0126029
217,0133093,0076759,0111161,0110912,0080684,0109830,0102926,0137523,0120737,0169547,0086190,0167260,0068646,0114814,0116282,0120815,0167404,0103064,0108052,0088763
218,0109830,0112573,0108052,0078748,1375666,0073486,0099348,0090605,0211915,0066921,0120689,0118715,0081505,0093058,0078788,0062622,0100405,0112431,0190590,1049413
219,0102926,0112573,0120737,0108052,0169547,0172495,0106977,0071853,0096895,0078748,1375666,0338013,0071562,0110413,0120382,0268978,0240772,0181689,0101414,0407887
220,0076759,0080684,0086190,0120815,0112573,0114369,0114709,0120737,0088763,0071562,0209144,0167261,0106977,0167260,0097576,0112384,0172495,0119217,0088247,0095016
221,0111161,0102926,0076759,0080684,0167260,0169547,0103064,0086190,0107290,0209144,0114709,0126029,0116282,0119217,0112384,0116629,0106977,0338013,0097576,0073486
222,0109830,0137523,0120737,0080684,0108052,0103064,0167261,0114814,0086190,0169547,0120815,0068646,0112384,0172495,0088763,0110357,0325980,0114746,0103639,0097576
223,0111161,0110912,0133093,0080684,0107290,0082971,0103064,0112573,0137523,0169547,0114814,0114709,0167404,0114369,0112384,0116282,0106977,0120737,0097576,0103639
224,0109830,0110912,0076759,0111161,0133093,0102926,0086190,0082971,0107290,0103064,0112573,0114709,0137523,0120815,0068646,0114814,0167404,0114369,0108052,0106977
225,0111161,0102926,0112573,0114814,0108052,0120815,0068646,0167404,0209144,0106977,0096895,0468569,0105236,0078748,0111503,0120382,0099685,0317705,0071562,0110413
226,0120737,0114814,0167261,0107290,0120815,0169547,0082971,0086190,0114709,0172495,0209144,0167404,0116282,0126029,0110357,0119217,0088763,0120586,0325980,0338013
227,0110912,0109830,0102926,0137523,0082971,0086190,0108052,0103064,0112573,0120815,0120737,0169547,0167260,0107290,0167261,0114369,0116282,0167404,0114709,0088763
228,0114369,0103639,0114814,0114746,0101414,0112740,0116629,0111282,0076759,0133093,0114069,0114924,0080684,0116282,0109686,0086190,0114898,0120815,0082971,0137523
229,0109830,0110912,0133093,0076759,0112573,0107290,0080684,0120737,0086190,0114709,0082971,0114814,0120815,0106977,0126029,0169547,0068646,0088763,0114746,0209144
230,0111161,0109830,0137523,0086190,0112573,0120737,0120815,0167260,0107290,0114814,0114369,0167404,0116282,0172495,0114709,0106977,0209144,0112384,1375666,0116629
231,0102926,0169547,0114814,0119217,0116282,0106977,0114746,0105236,0078748,0099685,0119116,0071562,0110413,0211915,0073486,0246578,0096895,0111503,0208092,0090605
232,0076759,0080684,0082971,0209144,0103064,0086190,0172495,0107290,0119217,0088763,0114746,0106977,0071562,0198781,0099685,0110413,0097576,0103639,0093779,0107048
233,0109830,0111161,0110912,0102926,0103064,0112573,0106977,0108052,0116629,0112384,0114369,0088763,0137523,0114814,0068646,0169547,0114746,0111503,0120737,0167404
234,0114369,0114814,0114709,0112864,0076759,0133093,0110475,0111282,0114069,0099653,0080684,0110148,0116282,0086190,0114924,0113957,0109686,0120815,0082971,0137523
235,0133093,0110912,0076759,0080684,0137523,0109830,0111161,0068646,0102926,0086190,0082971,0167404,0120815,0114814,0088763,0103064,0116282,0093779,0105236,0071853
236,0110912,0137523,0102926,0076759,0108052,0120737,0167260,0080684,0068646,0112573,0167261,0114369,0120815,0103064,0082971,0086190,0209144,0167404,0107290,0114709
237,0111161,0110912,0109830,0133093,0076759,0080684,0108052,0114814,0137523,0120815,0116282,0082971,0169547,0086190,0112573,0103064,0114369,0107290,0099685,0167404
238,0108052,0167404,0112384,0088763,0209144,0096895,0111257,0338013,1375666,0268978,0211915,0083866,0118715,0081505,0120338,0112864,0107614,0113189,0109040,0088847
239,0102926,0114369,0108052,0114746,0114814,0117060,0076759,0100405,0099653,0133093,0086190,0080684,0116282,0082971,0117500,0109831,0110932,0099785,0120815,0113161
240,0109830,0076759,0120737,0167260,0112573,0167261,0080684,0209144,0116282,1375666,0082971,0468569,0103064,0120586,0086190,0107290,0172495,0114709,0119217,0126029
241,0109830,0112573,0107290,0103064,0108052,0112864,0114814,0110357,0111257,0101414,0114709,0110475,0113189,0133093,0112431,0116629,0076759,0107614,0114924,0117060
242,0111161,0110912,0112573,0107290,0106977,0102926,0112384,0099348,0110357,0114369,0114709,0116629,0109444,0111282,0109040,0114746,0110475,0114814,0076759,0107614
243,0111161,0110912,0076759,0107290,0086190,0108052,0112384,0082971,0114369,0114814,0114709,0096895,0068646,0114746,0137523,0099348,0116282,0103639,0169547,0167404
244,0111161,0076759,0110912,0102926,0109830,0080684,0133093,0116282,0114709,0082971,0108052,0169547,0114814,0086190,0071562,0071853,0167404,0137523,0093779,0120815
245,0111161,0102926,0082971,0169547,0108052,0120815,0468569,0068646,0126029,0112573,0114369,0172495,0167404,0107290,0114709,0088763,0116282,0317705,0120586,0119217
246,0106977,0116629,0095016,0211915,0078748,0119654,0240772,0088247,0096895,0120903,0066921,0083658,0111257,0099348,0090605,0117060,0111503,0120338,0208092,0118715
247,0111161,0109830,0120737,0167260,0110912,0137523,0167261,0102926,0103064,0120815,0172495,0112573,0088763,0114709,0068646,0107290,1375666,0108052,0167404,0169547
248,0071853,0268978,0093779,0211915,0096895,0162222,0180093,0093058,0190332,0099348,0078788,0088847,0112864,0245429,0113189,0457430,0190590,0067992,0095953,0212338
249,0109830,0110912,0102926,0133093,0108052,0076759,0114814,0112573,0080684,0137523,0114709,0107290,0103064,0169547,0112384,0086190,0082971,0120815,0068646,0114369
250,0112573,0114814,0076759,0103064,0068646,0080684,0169547,0107290,0082971,0120737,0167260,0112384,0106977,0086190,0167404,0167261,0114709,0209144,0114746,0120586
251,0109830,0111161,0133093,0110912,0167260,0137523,0120737,0102926,0076759,0167261,0468569,0126029,0108052,1049413,0080684,0325980,0082971,0198781,0910970,0103639
252,0110912,0111161,0169547,0137523,0133093,0102926,0109830,0068646,0108052,0114814,0076759,0167404,0209144,0120737,0071853,0080684,0082971,0338013,0167261,0073486
253,0082971,0116282,0468569,0110357,1375666,0103639,0119217,0097576,0073486,0095016,0071562,0071853,0111257,0099685,0093779,0107048,0088247,0264464,0120689,0083658
254,0109830,0110912,0076759,0111161,0080684,0133093,0102926,0107290,0082971,0103064,0112573,0114709,0068646,0120815,0112384,0106977,0114814,0093779,0137523,0114369
255,0109830,0110912,0137523,0120737,0167260,0167261,0468569,0120815,0103064,0108052,0172495,0114369,0068646,1375666,0112573,0169547,0114814,0209144,0325980,0107290
256,0109830,0111161,0110912,0076759,0133093,0102926,0080684,0086190,0103064,0107290,0114709,0120737,0112573,0082971,0137523,0167260,0169547,0114746,0114814,0068646
257,0109830,0110912,0102926,0120737,0167260,0076759,0167261,0080684,1375666,0468569,0120815,0114814,0169547,0082971,0112573,0068646,0126029,0209144,0086190,0114369
258,0109830,0111161,0110912,0133093,0076759,0102926,0137523,0107290,0114709,0080684,0112573,0103064,0086190,0167260,0167261,0169547,0114369,0108052,0114814,0082971
259,0111161,0133093,0109830,0102926,0169547,0076759,0068646,0108052,0080684,0120737,0082971,0167404,0167261,0112573,0167260,0071853,0086190,0120815,0103064,0114746
260,0137523,0102926,0076759,0108052,0112573,0080684,0120737,0068646,0167260,0167261,0103064,0209144,0082971,0107290,0167404,0172495,0116282,0114709,0126029,0119217
261,0109830,0112573,0112384,0108052,0107290,0103064,0099348,0114369,0096895,0114746,0114709,0103639,0110357,0111257,0133093,0116629,0112864,0080684,0117060,0101414
262,0076759,0137523,0107290,0103064,0114814,0114369,0082971,0167404,0068646,0116282,0110357,0103639,0088763,0172495,0116629,0114746,0099348,0096895,0107048,0097576
263,0111161,0110912,0102926,0076759,0103064,0106977,0082971,0137523,0103639,0114369,0120737,0120815,0114814,0167260,0088763,0099348,0096895,0169547,0111503,0068646
264,0109830,0110912,0086190,0108052,0106977,0114814,0114709,0068646,0114369,0137523,0167404,0120737,0097576,0111503,0103639,0093779,0167260,0172495,0111257,0090605
265,0111161,0102926,0068646,0169547,0108052,0114369,0167404,0120737,0112384,0116629,0078748,0172495,0167260,0167261,0111503,0103639,0071562,0209144,0099348,0117060
266,0109830,0110912,0111161,0120815,0137523,0068646,0108052,0114814,0114369,0120737,0114709,0106977,0116282,0097576,0167260,0116629,0167261,0114746,0078748,0095016
267,0110912,0111161,0102926,0082971,0137523,0120815,0116282,0103064,0108052,0112573,0107290,0088763,0114709,0120737,0071853,0105236,0172495,0167260,0078748,0167261
268,0076759,0110912,0111161,0109830,0102926,0112573,0107290,0103064,0117998,0116282,0086190,0106977,0114369,0112384,0114814,0080684,0115685,0133093,0096895,0108052
269,0076759,0110912,0111161,0109830,0102926,0112573,0107290,0103064,0106977,0112384,0086190,0114369,0114814,0108052,0096895,0111503,0111257,0099348,0080684,0110357
270,0133093,0076759,0110912,0111161,0080684,0102926,0109830,0086190,0082971,0068646,0103064,0137523,0120815,0116282,0114814,0107290,0112573,0088763,0108052,0167404
271,0109830,0110912,0137523,0076759,0102926,0167260,0080684,0167261,0120815,0082971,0086190,0112573,0468569,0108052,1375666,0169547,0068646,0114814,0172495,0107290
272,0109830,0111161,0112573,0111503,0108052,0114369,0111257,0114814,0112864,0076759,0116629,0109444,0111282,0112740,0133093,0112462,0117060,0106918,0080684,0113189
273,0112384,0083866,0211915,0190332,0100405,0119488,0119177,0099810,0119822,0097165,0080455,0099653,0138097,0098635,0319061,1345836,0117731,0119174,0109831,0109444
274,0080684,0120815,0112573,0103064,0167404,0114369,0167260,0106977,0112384,0097576,0078748,0095016,0116629,0088247,0120586,0103639,0090605,0096895,0338013,0110357
275,0111161,0110912,0112573,0102926,0103064,0133093,0106977,0103639,0114746,0108052,0114369,0111503,0096895,0099348,0082971,0114814,0111257,0112864,0101414,0116282
276,0111161,0109830,0110912,0117060,0107290,0086190,0103064,0112573,0102926,0080684,0117500,0133093,0116282,0112384,0106977,0082971,0114369,0114814,0103639,0115685
277,0110912,0109830,0102926,0133093,0112573,0137523,0076759,0114369,0112384,0068646,0107290,0103064,0106977,0169547,0080684,0120815,0116282,0099348,0114709,0082971
278,0108052,0114369,0167404,0126029,0325980,0105236,0112384,0119217,0106977,0114746,0071562,0266543,0338013,0093779,0110357,0317705,0110413,0107048,0073486,0119654
279,0111161,0133093,0110912,0137523,0102926,0076759,0120737,0167260,0080684,0167261,0108052,0107290,0169547,0086190,0112573,0114369,0082971,0068646,0103639,0120815
280,0111161,0110912,0137523,0109830,0133093,0102926,0076759,0120737,0167260,0114814,0167261,0068646,0209144,0108052,0080684,0114369,0126029,0338013,0120815,0167404
281,0080684,0120737,0112573,0082971,0086190,0167260,0114369,0167261,0116282,0106977,0097576,0110357,0093779,0338013,0095016,0078748,0110413,0211915,0066921,0083658
282,0110912,0133093,0107290,0076759,0103064,0108052,0106977,0114814,0114369,0080684,0137523,0099348,0120815,0103639,0111503,0116629,0110357,0096895,0169547,0114746
283,0102926,0110357,0108052,0114709,0114814,0112740,0116629,0106918,0076759,0112431,0114069,0117060,0133093,0110148,0100405,0099653,0080684,0086190,0116282,0082971
284,0111161,0102926,0109830,0133093,0076759,0114814,0116282,0169547,0137523,0108052,0080684,0082971,0071562,0114369,0120815,0099685,0167404,0112573,0105236,0086190
285,0111161,0076759,0103064,0107290,0114814,0080684,0169547,0086190,0068646,0082971,0114709,0106977,0116282,0088763,0103639,0114746,0116629,0468569,0119217,0099348
286,0111161,0110912,0133093,0109830,0102926,0076759,0080684,0169547,0068646,0082971,0167260,0086190,0114369,0209144,0103064,0107290,0114709,0105236,0338013,0107048
287,0114814,0169547,0068646,0105236,0071562,0110413,0211915,1375666,0111282,0190332,0112864,0407887,0246578,0145660,0117951,0118655,0109445,0113277,0434409,0163651
288,0110912,0111161,0109830,0102926,0076759,0114814,0133093,0080684,0116282,0107290,0112573,0086190,0103064,0114746,0137523,0082971,0108052,0114369,0169547,0068646
289,0109830,0133093,0112573,0103064,0107290,0086190,0114369,0093779,0114746,0120737,0097576,0107048,0099348,0116629,0167261,0167260,0096895,0209144,0090605,0095016
290,0133093,0167261,0109830,0111161,0076759,1375666,0137523,0325980,0126029,0080684,0266543,0110912,0082971,0317705,0086190,0198781,0209144,0172495,0102926,0372784
291,0108052,0114369,0114814,0112384,0169547,0209144,0093779,0107048,0119217,0117060,0266697,0090605,0372784,0105236,0120586,0110413,0120382,0119116,0099685,0268978
292,0110912,0111161,0109830,0076759,0133093,0112573,0107290,0108052,0114369,0114814,0103064,0080684,0106977,0112384,0137523,0086190,0169547,0068646,0114746,0082971
293,0111161,0102926,0133093,0107290,0103064,0112573,0106977,0114709,0108052,0120815,0137523,0112384,0114746,0116629,0111503,0167404,0110357,0107048,0111257,0071853
294,0133093,0109830,0102926,0108052,0076759,0169547,0114369,0120737,0080684,0112573,0167260,0116282,0120815,0167261,0103064,0468569,0167404,0086190,0107290,0172495
295,0102926,0076759,0114369,0103064,0120737,0167260,0107290,0080684,0169547,0068646,0167261,0112384,0082971,0167404,0106977,0086190,0114709,0116282,0209144,0468569
296,0110912,0111161,0109830,0112573,0107290,0108052,0076759,0133093,0111503,0096895,0099348,0114746,0114709,0080684,0116629,0068646,0103639,0086190,0137523,0110357
297,0102926,0120815,0108052,0167404,0119217,0120586,0110357,0120382,0103639,0112384,0106977,0258463,0120689,0910970,0081505,0111257,0117060,0120338,0111503,0083866
298,0133093,0076759,0080684,0109830,0111161,0110912,0086190,0102926,0137523,0120815,0103064,0068646,0120737,0167404,0088763,0107290,0169547,0112573,0167260,0097576
299,0110912,0120737,0076759,0114814,0167260,0167261,0112573,0068646,0114369,0080684,0209144,0468569,0082971,0103064,0116282,0107290,0086190,0172495,0126029,0114709
300,0111161,0102926,0133093,0137523,0076759,0112384,0120737,0080684,0167260,0114709,0167261,0086190,0068646,0120815,0082971,0103639,0167404,0114746,0099348,0111503
301,0111161,0109830,0102926,0133093,0108052,0114814,0112384,0114709,0080684,0086190,0096895,0099348,0111503,0137523,0120815,0103639,0110357,0169547,0112864,0088763
302,0109830,0111161,0110912,0082971,0102926,0112573,0120815,0137523,0068646,0169547,0097576,0120737,0114709,0167404,0116629,0108052,0114814,0172495,0116282,0114369
303,0114814,0114369,0096895,0137523,0068646,0116282,0120737,0167260,0172495,0111282,0167261,0110475,0126029,0112431,0109040,0209144,0105236,0071562,0099685,0099653
304,0112573,0114709,0126029,0325980,0097576,0338013,0112384,0107048,0110357,0119654,0198781,0103639,0120903,0145487,0119116,0078788,0083866,0151804,0381061,0110475
305,0133093,0109830,0167260,0111161,0120737,1375666,0167261,0468569,0137523,0325980,0076759,0371746,0080684,0264464,0172495,0266697,0372784,0209144,0082971,0114709
306,0120815,0111503,0110413,1375666,0240772,0211915,0090605,0119116,0078788,0190332,0112431,0111282,0162222,0190590,0057012,0034583,0482571,0079470,0113277,0234215
307,0110912,0102926,0086190,0107290,0114709,0126029,0114369,0169547,0088763,0112384,0103639,0116282,0338013,0119217,0266697,0116629,0114746,0372784,0107048,0120586
308,0109830,0102926,0076759,0137523,0080684,0068646,0169547,0116282,0086190,0112573,0103064,0114369,0107290,0114709,0209144,0088763,0172495,0071562,0071853,0073486
309,0111161,0076759,0109830,0133093,0110912,0080684,0102926,0086190,0068646,0120737,0137523,0169547,0114709,0116282,0107290,0120815,0167261,0108052,0088763,0114814
310,0110912,0133093,0109830,0111161,0076759,0102926,0080684,0086190,0137523,0107290,0082971,0112573,0169547,0114814,0068646,0120815,0167404,0120737,0114369,0116282
311,0110912,0111161,0102926,0082971,0137523,0068646,0169547,0114814,0114369,0088763,0120737,0114709,0097576,0167260,0172495,0093779,0112384,0071853,0119654,0096895
312,0109830,0112573,0108052,0114709,0167260,0167261,0112384,0103639,0126029,0110357,0099348,0120586,0066921,0073486,0119217,0119116,0468569,0120382,0266697,0325980
313,0133093,0080684,0086190,0116282,0112431,0106918,0082971,0114069,0120815,0110148,0068646,0137523,0114924,0117998,0088763,0109686,0169547,0167404,0120737,0113497
314,0068646,0110912,0102926,0082971,0109830,0076759,0111161,0080684,0116282,0169547,0108052,0071853,0034583,0133093,0088763,0073486,0093779,0086190,0078788,0114814
315,0111161,0109830,0110912,0137523,0102926,0076759,0080684,0120737,0114369,0112573,0167260,0103064,0107290,0114814,0086190,0082971,0108052,0167404,0209144,0120815
316,0108052,0080684,0120737,0167260,0167261,0082971,0209144,0086190,0107290,0114709,0088763,0071562,0325980,0071853,0266543,0116629,0078748,0097576,0110357,0095016
317,0137523,0114814,0082971,0068646,0112573,0103064,0172495,0167404,0114709,0266543,0119217,0120586,0097576,0317705,0112384,0103639,0407887,0106977,0078748,0099685
318,0110912,0102926,0076759,0167260,0120737,0114814,0080684,0103064,0167261,0114369,0120815,0107290,0082971,0169547,0114709,0086190,0112384,0106977,0209144,0167404
319,0133093,0120737,0167260,0076759,0111161,0468569,0167261,0109830,0137523,0080684,0086190,0082971,0120815,1375666,0325980,0126029,0110912,1049413,0209144,0103064
320,0111161,0110912,0112573,0099348,0114369,0108052,0114709,0114746,0114814,0112431,0113189,0111280,0076759,0106582,0113957,0133093,0086190,0080684,0110932,0109831
321,0102926,0076759,0108052,0080684,0103064,0120815,0082971,0167260,0086190,0167261,0106977,0114746,0088763,0110357,0105236,0120586,0119217,0103639,0093779,0099685
322,0102926,0103064,0114369,0099348,0096895,0111503,0116629,0137523,0086190,0112864,0101414,0116282,0120815,0068646,0117060,0109040,0120737,0109444,0169547,0167261
323,0111161,0110912,0076759,0102926,0133093,0109830,0137523,0169547,0114814,0080684,0082971,0108052,0086190,0114369,0120815,0071562,0099685,0073486,0112573,0071853
324,0133093,0076759,0103064,0137523,0114814,0169547,0108052,0112573,0082971,0086190,0107290,0116282,0120815,0114369,0114709,0106977,0112384,0078748,0167261,0071853
325,0076759,0068646,0468569,0080684,0103064,0082971,0167404,0107290,0116282,0086190,0126029,0119217,0114709,0112384,0325980,0266543,0105236,0088763,0106977,0099685
326,0110912,0102926,0133093,0137523,0076759,0108052,0112573,0169547,0114369,0080684,0107290,0103064,0120737,0120815,0082971,0114709,0167260,0086190,0116282,0167261
327,0102926,0120737,0169547,0209144,0172495,0114746,0266543,0119217,0116629,0078748,0266697,0119654,0338013,0198781,0088247,0083658,0087332,0111257,0120689,0117060
328,0110912,0109830,0133093,0137523,0076759,0108052,0116282,0169547,0114369,0080684,0112573,0082971,0103064,0071562,0167404,0120815,0120737,0209144,0099685,0107290
329,0108052,0119217,0095016,0325980,0071562,0110413,0211915,0268978,0112864,0087469,0113189,0117500,0113277,0434409,0034583,0190590,0119488,0120363,0482571,0109444
330,0133093,0109830,0076759,0080684,0209144,0108052,0169547,0082971,0114369,0120815,0086190,0112573,0167404,0103064,0114709,0120586,0119217,0407887,0107290,0088763
331,0076759,0082971,0068646,0106977,0071853,0119217,0266543,0110357,0093779,0095016,0071562,0119654,0073486,0103639,0198781,0096895,0407887,0264464,0120689,0111503
332,0133093,0111161,0109830,0110912,0076759,0068646,0137523,0102926,0082971,0080684,0120815,0169547,0120737,0108052,0167404,0086190,0114814,0167260,0112573,0167261
333,0102926,0112573,0108052,0114814,0169547,0120815,0068646,0116282,0112384,0325980,0106977,0103639,0116629,0114746,1375666,0093779,0119217,0266697,0120586,0095016
334,0107290,0076759,0108052,0112384,0106977,0114369,0137523,0086190,0099348,0114709,0120815,0082971,0068646,0103639,0114746,0169547,0111257,0116282,0110357,0120737
335,0076759,0107290,0080684,0120737,0086190,0106977,0167261,0082971,0116282,0209144,0114746,0172495,0110357,0126029,0116629,0099348,0088763,0103639,0096895,0111503
336,0109830,0110912,0102926,0107290,0103064,0106977,0112384,0108052,0116282,0133093,0096895,0111503,0099348,0080684,0111257,0103639,0110357,0112864,0082971,0068646
337,0109830,0133093,0076759,0112573,0120737,0114369,0169547,0080684,0103064,0120815,0082971,0116282,0107290,0209144,0468569,0112384,0167404,1375666,0086190,0106977
338,0133093,0076759,0080684,0114814,0112573,0086190,0103064,0266697,0120586,0119217,0105236,0071853,0093779,0116629,0110413,0095016,0240772,0378194,0258463,0103639
